Consumer_Email_Key,Consumer_Email_Last_Update_Source_System_Key,Consumer_Email_Last_Opt_In_Opt_Out_Update_Source_System_Key,Consumer_Key,Consumer_Email_Type_Code_Key,Consumer_Email_Record_Valid_From_Date,Consumer_Email_Record_Valid_To_Date,Consumer_Email_Address_Name,Consumer_Email_Current_Record_Indicator,Consumer_Email_Technical_Validity_Indicator,Consumer_Email_Opt_In_Opt_Out_Indicator,Consumer_Email_Opt_In_Opt_Out_Update_Date,Consumer_Email_Source_Last_Update_Date,Consumer_Email_Ip_Location_Name,Consumer_Email_Melissa_Result_Code,Consumer_Email_Melissa_Quality_Score_Code,Consumer_Email_Melissa_Deliverability_Confidence_Score_Number,Consumer_Email_Melissa_Privacy_Indicator,Consumer_Email_Last_Click_Timestamp,Consumer_Email_Subscription_Date,Consumer_Email_Record_Created_Timestamp,Consumer_Email_Record_Modified_Timestamp
656,736,580,4908561,360,2022-01-25,2022-04-06,wmoore@example.org,0,0,1,2021-07-15,2022-11-12,150.157.165.138,null,Valid,824,1,2021-07-03 00:00:00.000000,2021-05-11,2021-03-05 23:57:58.481164,2023-03-08 16:32:38.500115
190,291,280,4910218,190,2021-07-25,2023-05-14,donaldgilbert@example.org,0,1,1,2022-04-06,2022-03-13,182.188.18.88,null,Valid,193,1,2022-09-23 00:00:00.000000,2021-03-01,2022-04-26 03:17:59.641292,2022-05-25 21:00:27.559860
304,575,545,4913421,403,2022-01-13,2023-03-26,johnlewis@example.org,1,1,0,2023-04-12,2023-07-14,12.170.176.184,null,Valid,495,1,2022-10-11 00:00:00.000000,2023-07-28,2023-11-26 12:58:33.936837,2024-01-01 14:25:24.419197
199,521,372,4919748,601,2023-08-24,2023-12-04,mollymueller@example.net,1,1,0,2023-05-21,2023-10-05,130.230.13.26,null,Valid,930,0,2023-10-04 00:00:00.000000,2021-06-13,2022-10-26 17:02:26.409544,2023-03-23 17:23:53.099325
894,678,962,4936656,226,2022-01-26,2023-07-26,matthew76@example.com,1,1,1,2023-01-22,2022-09-05,137.74.52.159,null,Valid,474,0,2022-03-08 00:00:00.000000,2022-02-19,2021-12-30 09:32:05.030783,2022-08-13 02:22:12.015571
309,262,755,4948134,825,2022-10-24,2023-11-11,thomasgeorge@example.org,0,1,1,2022-06-06,2021-10-18,153.49.143.174,null,Valid,777,0,2023-03-28 00:00:00.000000,2023-02-17,2022-12-31 16:54:05.987226,2023-02-15 06:49:44.491067
593,672,679,4959588,308,2022-03-26,2022-03-31,joshuaflowers@example.net,0,0,0,2021-06-19,2023-12-29,199.105.46.40,null,Invalid,723,0,2021-03-26 00:00:00.000000,2022-12-20,2022-04-21 23:34:31.393834,2022-08-11 16:21:49.801534
497,641,148,4992254,185,2021-11-09,2023-02-25,michaelreid@example.org,0,0,0,2022-02-07,2022-09-10,151.10.18.228,null,Valid,771,0,2023-11-25 00:00:00.000000,2023-12-28,2021-09-16 06:10:53.760361,2023-10-28 09:14:09.268592
953,995,428,4994387,559,2023-11-14,2024-01-10,josephclark@example.net,0,0,1,2022-05-08,2022-09-04,35.97.43.111,null,Valid,808,0,2022-08-05 00:00:00.000000,2023-04-20,2023-01-30 16:13:30.696368,2023-09-19 18:07:55.495859
951,759,687,4998217,810,2023-12-31,2024-01-04,kingshawn@example.com,0,0,1,2021-11-16,2021-01-30,15.125.23.236,null,Valid,433,0,2023-03-10 00:00:00.000000,2023-05-22,2022-12-21 08:37:42.181187,2023-02-18 23:46:33.529512
66,308,149,5019820,842,2021-11-03,2021-11-29,karenwhite@example.org,1,0,0,2023-01-21,2022-05-31,98.223.89.98,null,Valid,500,1,2021-08-23 00:00:00.000000,2022-05-27,2023-01-15 05:20:30.427023,2023-06-01 22:02:20.613723
389,281,662,5021785,799,2021-09-14,2022-12-18,sara32@example.com,1,1,1,2023-05-02,2021-03-04,154.3.77.185,null,Valid,793,1,2022-12-08 00:00:00.000000,2021-06-04,2022-09-07 19:20:36.029599,2023-05-10 02:49:48.997292
661,614,552,5027764,247,2023-09-28,2023-12-08,debrabaldwin@example.org,1,1,1,2022-03-03,2022-08-21,15.165.171.208,null,Valid,639,1,2021-07-13 00:00:00.000000,2021-07-15,2023-06-13 22:08:36.913784,2023-07-14 16:38:44.357879
323,11,670,5034242,644,2021-03-19,2022-12-03,robertortiz@example.org,0,1,1,2022-11-10,2023-02-11,202.83.247.28,null,Suspicious,626,1,2021-11-15 00:00:00.000000,2021-06-01,2021-08-30 21:18:19.081116,2022-07-23 11:12:23.390403
334,84,191,5035343,195,2021-07-04,2022-02-21,xbrown@example.org,1,1,0,2023-02-28,2023-02-02,102.21.73.140,null,Valid,525,1,2023-09-05 00:00:00.000000,2022-07-08,2023-01-19 19:23:02.488373,2023-09-24 10:10:17.591769
835,256,536,5038374,905,2021-06-22,2021-12-31,michelle63@example.com,1,0,0,2023-08-18,2022-08-19,76.103.211.226,null,Valid,594,1,2022-06-09 00:00:00.000000,2021-10-28,2021-08-12 07:38:01.598725,2023-04-14 18:07:19.299199
688,733,458,5043892,31,2022-09-12,2023-03-14,dawn75@example.org,1,0,1,2022-02-27,2022-06-25,139.159.148.245,null,Valid,662,1,2021-01-24 00:00:00.000000,2021-08-14,2022-08-31 02:22:04.957925,2023-10-28 23:05:33.843397
776,707,694,5045471,314,2023-04-01,2023-05-25,fbrown@example.com,1,0,1,2023-07-31,2023-05-22,87.92.35.207,null,Valid,143,1,2021-12-12 00:00:00.000000,2021-05-14,2023-02-20 22:07:01.058595,2023-11-18 16:30:52.842072
548,339,741,5079816,462,2023-08-04,2023-11-26,ismith@example.org,0,0,0,2022-07-08,2023-12-09,144.203.70.78,null,Valid,554,0,2023-09-18 00:00:00.000000,2022-10-10,2021-03-10 11:11:59.435634,2021-09-18 15:49:07.927650
940,394,760,5089532,491,2023-07-02,2023-12-13,vcrosby@example.com,0,1,0,2022-03-22,2022-04-27,52.118.77.90,null,Valid,587,0,2021-04-12 00:00:00.000000,2023-02-13,2022-05-01 07:03:37.908780,2022-05-11 16:58:22.395536
838,839,602,5094927,419,2021-11-25,2023-01-11,ybaker@example.com,0,0,1,2022-07-03,2022-07-24,8.173.30.228,null,Valid,75,1,2022-12-03 00:00:00.000000,2023-12-29,2022-11-24 00:51:28.618368,2022-12-18 10:26:48.683076
24,562,756,5097487,829,2023-10-25,2023-12-24,natalie79@example.org,0,1,0,2022-07-01,2024-01-16,161.183.144.58,null,Invalid,856,0,2021-03-09 00:00:00.000000,2023-04-04,2022-11-03 21:13:55.298714,2023-09-19 14:17:16.794216
647,741,842,5109114,21,2022-05-30,2023-09-09,veronicamurphy@example.net,0,1,0,2022-02-17,2021-09-14,29.171.28.16,null,Valid,44,0,2021-12-23 00:00:00.000000,2023-03-23,2022-11-01 03:02:43.959164,2023-04-15 14:27:42.017177
788,174,458,5140381,951,2021-06-21,2023-09-28,arnoldshelley@example.org,0,0,0,2023-01-24,2022-08-27,64.158.134.180,null,Valid,798,0,2022-09-12 00:00:00.000000,2023-01-05,2021-03-23 13:21:19.831330,2021-09-10 08:12:19.379476
558,251,449,5140589,564,2021-03-03,2021-07-10,tommysmith@example.com,0,1,0,2022-01-28,2022-12-22,221.23.151.0,null,Valid,844,0,2022-06-07 00:00:00.000000,2021-10-19,2022-04-23 16:00:32.242924,2022-05-19 07:01:46.481028
142,804,392,5147803,412,2023-09-18,2024-01-08,nicholas47@example.org,0,0,1,2022-12-08,2021-02-09,150.15.21.162,null,Valid,770,0,2023-12-03 00:00:00.000000,2022-08-09,2022-10-01 19:56:45.982588,2022-12-04 16:04:38.587105
343,284,547,5148035,878,2023-08-16,2023-08-26,kvelazquez@example.com,0,0,0,2023-10-16,2021-07-13,25.102.144.161,null,Valid,304,0,2023-12-27 00:00:00.000000,2023-03-07,2023-09-12 03:50:55.542266,2023-12-17 13:34:53.514865
290,111,591,5155845,950,2021-04-05,2022-05-23,iramirez@example.org,1,1,0,2023-04-22,2021-05-28,202.96.69.98,null,Invalid,826,1,2021-09-18 00:00:00.000000,2021-08-22,2021-05-01 07:06:02.819374,2022-01-21 06:54:34.124274
378,835,46,5165344,894,2022-12-07,2023-12-17,michelle87@example.net,0,1,1,2022-11-24,2022-04-29,90.105.46.245,null,Valid,681,0,2023-12-20 00:00:00.000000,2023-11-28,2021-12-01 15:15:04.347742,2023-07-22 06:32:14.980819
550,359,821,5168189,337,2022-12-10,2022-12-11,palmerderrick@example.com,0,1,1,2021-08-24,2022-03-18,154.14.171.43,null,Valid,886,1,2022-12-22 00:00:00.000000,2021-05-05,2023-11-27 09:32:31.323857,2024-01-18 12:21:05.445510
519,390,33,5178508,139,2021-12-10,2024-01-11,elizabeth18@example.com,0,1,0,2021-02-25,2023-10-20,70.232.177.157,null,Valid,627,1,2023-03-31 00:00:00.000000,2021-05-17,2021-04-16 13:42:27.984120,2022-03-19 01:06:39.609354
814,297,149,5207349,526,2021-09-13,2022-07-27,burkejennifer@example.com,1,1,0,2023-02-01,2023-01-25,118.187.208.118,null,Valid,223,0,2022-09-15 00:00:00.000000,2023-08-29,2023-11-05 07:46:51.145551,2023-12-13 16:39:00.036291
795,582,889,5207426,990,2021-10-13,2023-10-06,johnsonangela@example.net,0,1,1,2021-08-10,2022-03-23,137.204.223.115,null,Valid,356,1,2022-09-26 00:00:00.000000,2023-07-11,2023-06-06 14:26:57.846905,2023-07-04 21:20:45.403584
982,299,539,5211546,409,2023-08-31,2023-10-11,roneill@example.org,0,1,0,2021-05-14,2023-06-07,175.153.118.25,null,Valid,272,0,2023-02-22 00:00:00.000000,2021-09-05,2022-10-04 02:18:43.051738,2023-10-13 17:03:35.711336
14,101,952,5222411,631,2022-12-02,2023-05-21,steven22@example.org,0,1,1,2021-04-23,2021-03-21,147.45.104.81,null,Valid,454,0,2022-05-24 00:00:00.000000,2022-11-10,2022-04-01 10:14:01.336935,2023-07-12 22:44:53.732182
71,545,36,5223115,53,2021-09-22,2023-12-15,hodgescourtney@example.com,0,1,0,2021-12-13,2022-07-26,97.229.229.11,null,Valid,445,1,2021-05-19 00:00:00.000000,2023-02-23,2022-03-05 05:37:16.397789,2023-07-02 20:16:26.386260
215,217,930,5230659,77,2023-12-27,2024-01-17,raymondjesse@example.net,1,1,1,2023-02-08,2021-07-04,204.92.51.80,null,Valid,200,0,2023-05-08 00:00:00.000000,2022-11-05,2023-05-20 19:59:14.658185,2024-01-09 14:03:03.423877
652,209,145,5272177,988,2022-11-13,2023-10-14,apetersen@example.net,0,1,0,2023-06-18,2021-05-21,122.36.17.175,null,Valid,211,1,2021-09-18 00:00:00.000000,2021-11-13,2021-12-11 04:24:45.302566,2023-08-27 19:38:48.965998
757,839,476,5284544,907,2021-10-20,2023-09-12,cobbtravis@example.com,1,0,0,2021-06-05,2022-11-05,88.173.53.3,null,Valid,841,0,2022-01-22 00:00:00.000000,2022-06-29,2023-03-22 14:14:05.946466,2023-10-16 04:54:19.762884
521,771,483,5289939,406,2022-07-28,2023-10-16,jessicanelson@example.net,1,1,1,2021-10-24,2021-04-20,98.58.159.154,null,Suspicious,80,1,2022-05-10 00:00:00.000000,2023-05-30,2021-06-25 14:28:10.517184,2021-11-26 10:54:00.116176
722,803,642,5294624,301,2021-04-01,2021-09-22,rbenton@example.org,0,1,0,2023-02-05,2023-03-31,120.125.73.148,null,Valid,946,1,2023-03-28 00:00:00.000000,2022-12-26,2023-09-17 16:05:55.498127,2023-11-11 07:08:43.881560
260,517,973,5311299,833,2023-04-15,2023-05-19,vduarte@example.org,1,1,1,2022-07-26,2023-08-23,108.147.26.216,null,Valid,883,0,2023-04-26 00:00:00.000000,2021-10-14,2023-09-23 12:25:56.440969,2023-11-15 13:17:12.302695
369,487,857,5314735,29,2023-11-11,2024-01-01,samuelhuerta@example.com,0,1,1,2022-03-21,2023-12-18,171.186.254.221,null,Valid,37,1,2022-07-19 00:00:00.000000,2023-05-26,2023-06-18 21:03:36.009515,2023-10-08 20:09:57.070309
181,688,202,5318081,761,2023-12-27,2024-01-20,hamptontasha@example.com,0,0,0,2024-01-21,2021-03-30,49.25.253.224,null,Valid,262,0,2023-09-30 00:00:00.000000,2022-12-29,2023-05-17 00:19:00.401714,2023-11-04 08:12:13.998786
754,36,44,5319977,365,2021-04-28,2022-07-16,jasminegarcia@example.net,1,0,0,2021-11-20,2021-10-01,136.216.143.46,null,Valid,323,1,2022-08-07 00:00:00.000000,2022-08-25,2021-09-02 13:00:04.466077,2024-01-19 03:54:44.169591
156,644,849,5325251,827,2023-10-26,2023-11-04,cjackson@example.com,0,0,1,2023-07-22,2022-05-06,111.16.5.170,null,Invalid,299,0,2023-07-04 00:00:00.000000,2024-01-12,2022-08-22 02:48:51.650380,2023-03-10 08:17:41.388315
171,529,747,5340014,272,2021-10-18,2022-10-29,gbates@example.net,1,0,0,2024-01-16,2021-05-16,22.184.189.152,null,Valid,374,1,2022-02-14 00:00:00.000000,2021-05-06,2022-12-11 16:27:44.052844,2023-08-08 11:51:27.443419
477,374,680,5340181,890,2022-01-16,2023-02-21,tjimenez@example.com,1,1,0,2022-12-07,2021-10-25,178.19.87.59,null,Valid,903,1,2021-10-30 00:00:00.000000,2021-04-08,2022-11-14 05:34:02.132189,2023-08-15 13:39:43.196843
579,743,398,5349057,546,2023-01-06,2023-12-14,cabrerajohn@example.net,1,1,1,2022-01-01,2023-06-13,104.231.125.84,null,Invalid,577,1,2022-01-26 00:00:00.000000,2023-04-22,2023-08-04 13:37:08.035799,2023-09-01 00:52:38.800323
408,949,258,5357765,588,2021-05-07,2021-09-13,olsonchristopher@example.com,0,0,0,2021-02-13,2022-03-21,215.27.222.153,null,Valid,265,1,2022-07-16 00:00:00.000000,2023-01-06,2021-08-26 18:08:55.070041,2023-12-24 09:17:55.791915
865,930,594,5372046,820,2022-01-26,2022-04-26,michaelbrown@example.com,1,0,1,2022-12-11,2022-09-09,175.65.252.140,null,Valid,385,1,2023-02-08 00:00:00.000000,2022-04-12,2023-01-25 22:16:51.452706,2023-12-22 02:15:49.298542
173,596,108,5373430,715,2023-04-07,2023-04-24,jonesgary@example.com,1,1,0,2021-12-28,2021-12-07,46.29.75.37,null,Valid,4,0,2021-04-15 00:00:00.000000,2023-09-25,2021-12-13 16:06:02.711425,2022-05-05 07:06:19.779396
697,880,950,5385118,442,2022-02-14,2022-03-22,zlevine@example.net,1,1,0,2023-09-07,2021-02-12,170.13.132.24,null,Valid,910,1,2022-08-22 00:00:00.000000,2021-09-29,2021-05-09 12:29:32.004958,2022-08-07 12:38:20.181662
836,219,286,5414060,878,2023-09-22,2023-11-09,calderonpaul@example.net,1,1,0,2023-10-20,2022-05-21,33.74.122.143,null,Valid,446,1,2021-12-25 00:00:00.000000,2022-01-08,2021-06-14 21:19:14.797046,2022-08-18 11:26:31.781727
424,107,969,5414335,91,2022-05-10,2022-10-23,kaufmanwendy@example.org,0,1,1,2023-09-04,2023-10-19,213.17.26.178,null,Valid,531,0,2023-05-06 00:00:00.000000,2021-03-31,2021-03-21 06:46:53.561826,2021-10-26 14:47:21.652611
990,707,743,5417358,80,2022-06-16,2023-03-29,jerry72@example.org,0,1,0,2023-11-25,2023-06-05,208.27.39.249,null,Invalid,176,0,2021-06-30 00:00:00.000000,2022-10-01,2022-05-12 06:37:25.291576,2022-12-30 05:07:06.272457
63,177,726,5418438,383,2021-03-20,2023-05-15,tamarapierce@example.org,1,0,1,2021-12-20,2023-09-03,199.149.98.119,null,Valid,679,1,2023-07-12 00:00:00.000000,2021-10-21,2023-10-18 17:08:50.469479,2024-01-18 16:56:42.699043
883,58,101,5426773,54,2022-11-12,2023-12-13,webblaura@example.net,0,1,1,2022-06-08,2021-06-15,21.135.131.135,null,Invalid,266,1,2021-08-26 00:00:00.000000,2022-01-21,2023-02-27 00:52:16.398990,2023-09-22 05:03:09.985320
764,360,567,5428752,28,2021-06-10,2022-04-08,bjackson@example.com,0,1,0,2023-03-29,2023-09-10,34.208.154.54,null,Invalid,263,1,2021-05-03 00:00:00.000000,2022-11-06,2021-02-05 18:08:05.483114,2023-01-28 17:14:40.774116
867,557,570,5441167,920,2022-12-02,2023-06-15,evansangela@example.org,0,0,0,2022-01-01,2024-01-23,120.153.101.24,null,Valid,959,0,2021-10-18 00:00:00.000000,2023-05-03,2021-08-07 17:05:49.682392,2022-01-09 12:28:03.740486
381,880,597,5451586,998,2023-10-19,2023-12-22,johnsongina@example.com,0,1,1,2021-09-02,2021-10-30,9.91.26.236,null,Invalid,414,0,2023-10-02 00:00:00.000000,2023-09-30,2023-05-12 14:17:01.370337,2023-05-24 12:57:41.722395
676,230,54,5452050,807,2022-11-20,2023-06-15,dturner@example.com,1,0,0,2022-12-04,2022-12-21,134.129.51.192,null,Valid,886,1,2023-07-29 00:00:00.000000,2021-07-28,2021-06-08 11:25:58.424811,2023-11-03 04:16:45.828798
713,567,987,5453333,109,2021-04-19,2022-05-06,leetheresa@example.org,0,1,0,2023-04-05,2022-08-09,60.134.86.243,null,Invalid,257,0,2022-11-19 00:00:00.000000,2022-11-03,2023-12-16 14:00:19.148126,2023-12-31 05:16:22.440459
920,482,509,5456479,551,2023-03-30,2023-09-10,teresa15@example.org,0,1,0,2021-10-24,2021-09-06,118.9.51.236,null,Valid,908,1,2021-11-24 00:00:00.000000,2023-04-12,2024-01-10 13:10:40.055775,2024-01-25 01:55:54.872165
500,137,319,5464645,810,2022-06-25,2023-11-30,tina96@example.net,0,0,0,2023-09-24,2023-04-30,95.32.206.114,null,Invalid,707,1,2022-06-08 00:00:00.000000,2023-08-15,2023-05-05 22:45:35.520331,2023-11-04 00:20:20.966696
827,209,276,5466787,447,2023-10-10,2023-12-29,monique38@example.net,1,0,1,2022-07-09,2023-05-06,66.22.92.205,null,Valid,5,1,2022-08-02 00:00:00.000000,2023-10-09,2021-07-22 22:28:52.118629,2023-09-12 02:43:53.485204
901,445,745,5476508,414,2021-07-07,2022-03-19,crosales@example.com,1,0,0,2021-05-01,2021-06-24,39.229.29.15,null,Valid,287,1,2022-11-04 00:00:00.000000,2022-01-07,2021-04-17 14:46:11.863235,2022-03-14 23:01:45.108214
286,743,871,5545377,594,2021-12-25,2023-05-11,lopezmelissa@example.net,1,1,1,2023-02-23,2022-03-01,144.31.81.24,null,Valid,569,0,2022-04-18 00:00:00.000000,2021-12-01,2023-06-12 17:04:35.751442,2023-10-05 03:00:20.549554
1000,216,863,5557506,653,2021-08-20,2022-07-11,haleygriffith@example.net,0,1,0,2022-08-12,2023-05-19,52.94.219.72,null,Valid,283,0,2023-05-16 00:00:00.000000,2022-09-13,2021-11-02 13:27:31.651831,2022-10-06 18:47:28.112776
789,702,568,5560682,514,2021-03-11,2022-07-10,zdavis@example.org,1,0,0,2022-04-22,2023-07-05,153.21.186.55,null,Valid,4,0,2023-08-12 00:00:00.000000,2022-07-17,2024-01-09 07:48:11.974168,2024-01-16 21:40:50.790653
997,646,277,5564109,1,2021-02-08,2023-11-23,geraldallen@example.com,0,0,0,2023-12-04,2023-01-22,159.97.69.27,null,Suspicious,979,0,2022-09-19 00:00:00.000000,2021-07-23,2023-11-01 01:35:51.825610,2023-12-16 22:32:50.976823
404,920,656,5574704,501,2023-07-16,2023-12-16,xmcguire@example.com,0,1,1,2023-03-29,2023-04-07,24.108.223.235,null,Invalid,417,1,2021-11-02 00:00:00.000000,2021-12-10,2022-09-06 03:11:19.842813,2023-08-13 12:15:01.595448
768,501,89,5582355,943,2022-05-10,2023-04-01,yyoung@example.org,1,0,0,2023-11-25,2021-07-31,11.162.104.94,null,Valid,606,1,2023-12-09 00:00:00.000000,2021-04-19,2022-05-16 08:03:40.114708,2022-12-28 03:17:40.123370
518,577,49,5590214,275,2022-05-11,2022-10-12,smithlucas@example.net,0,0,1,2022-12-29,2022-05-05,54.59.131.220,null,Valid,728,0,2022-08-01 00:00:00.000000,2021-06-24,2023-11-20 14:32:10.226554,2024-01-19 20:46:52.496279
820,911,726,5596537,196,2022-11-30,2023-03-15,patrickjanice@example.net,1,0,0,2021-03-26,2023-09-11,180.180.196.185,null,Valid,32,1,2022-12-07 00:00:00.000000,2021-12-17,2021-04-24 15:34:18.504740,2021-08-07 20:18:40.329275
596,635,606,5604811,736,2023-05-18,2023-06-25,prestonmichael@example.org,0,0,0,2021-05-09,2023-10-11,192.198.56.48,null,Valid,636,1,2023-12-27 00:00:00.000000,2021-03-11,2021-08-10 07:11:39.384519,2023-07-30 08:09:27.675261
761,308,660,5614849,305,2021-12-23,2022-01-26,rosscompton@example.net,1,0,1,2022-04-17,2023-01-19,115.189.70.79,null,Valid,826,0,2023-04-10 00:00:00.000000,2021-09-21,2022-11-22 13:42:28.146507,2023-05-05 19:44:07.650202
574,533,406,5619912,772,2021-12-11,2022-11-07,savannah29@example.com,0,1,1,2023-10-20,2023-06-27,17.204.78.3,null,Valid,528,0,2023-02-23 00:00:00.000000,2022-03-13,2021-12-18 13:59:21.817808,2023-07-11 09:37:39.533075
232,864,694,5633051,671,2023-03-15,2023-04-16,kevin56@example.net,0,0,0,2023-02-20,2021-01-27,158.46.40.35,null,Invalid,885,0,2022-03-17 00:00:00.000000,2023-04-06,2021-12-10 21:27:52.862760,2023-07-27 01:19:14.307961
282,620,129,5637374,67,2024-01-23,2024-01-23,william87@example.net,0,0,1,2023-03-28,2023-04-12,146.241.155.219,null,Suspicious,730,0,2024-01-04 00:00:00.000000,2023-01-07,2023-09-07 16:31:12.721337,2023-10-19 17:38:31.947067
649,953,13,5639136,621,2021-07-05,2023-07-18,alexander57@example.net,1,0,1,2021-03-31,2022-07-01,142.36.46.64,null,Invalid,583,1,2021-11-09 00:00:00.000000,2022-05-31,2021-12-15 15:54:55.755588,2022-08-14 10:17:27.505888
565,849,116,5653633,781,2021-06-12,2022-09-28,timothy47@example.com,0,1,1,2022-05-24,2022-08-30,190.223.212.142,null,Valid,272,0,2022-06-15 00:00:00.000000,2021-01-29,2023-02-08 16:56:00.698849,2023-09-11 00:52:42.994332
295,97,264,5659794,660,2022-10-15,2024-01-18,xhahn@example.net,1,0,1,2021-05-12,2022-11-10,71.28.245.198,null,Valid,760,1,2022-01-30 00:00:00.000000,2022-11-18,2022-04-13 09:15:32.936507,2023-10-31 11:54:30.848554
256,90,12,5663197,891,2022-07-16,2023-08-28,williamsgregory@example.net,0,1,0,2022-07-20,2022-04-29,134.236.221.136,null,Valid,119,1,2021-02-02 00:00:00.000000,2022-02-19,2021-06-16 19:15:52.971767,2023-08-31 19:21:34.303228
732,240,374,5676153,104,2022-01-11,2023-01-05,ramosjuan@example.com,1,1,0,2021-09-22,2021-09-20,58.215.145.75,null,Valid,984,0,2023-04-14 00:00:00.000000,2022-06-09,2021-07-20 02:07:37.905220,2021-11-14 05:44:17.527872
486,266,314,5679858,14,2022-01-15,2023-01-26,pbrown@example.com,1,1,0,2023-08-03,2023-09-13,49.217.34.2,null,Valid,650,0,2021-06-25 00:00:00.000000,2021-06-13,2023-11-10 09:18:52.432145,2023-12-04 20:01:20.002522
164,647,112,5694180,756,2022-04-19,2023-08-08,andersondebbie@example.net,1,0,0,2021-03-28,2022-05-28,3.159.150.2,null,Valid,764,0,2022-11-11 00:00:00.000000,2021-02-26,2021-09-08 15:58:02.646893,2023-07-28 23:52:43.592496
475,121,422,5718048,672,2021-06-15,2021-11-03,bryantandrea@example.net,1,0,0,2023-08-02,2023-01-11,147.152.173.61,null,Valid,992,1,2021-05-24 00:00:00.000000,2024-01-03,2021-03-10 22:26:26.736765,2022-01-28 09:03:50.782681
962,993,263,5720885,171,2022-11-29,2023-07-05,amber23@example.net,1,1,1,2023-12-29,2023-02-07,109.182.21.228,null,Valid,188,0,2023-05-16 00:00:00.000000,2021-07-15,2023-02-19 17:57:29.199956,2023-08-30 05:19:57.383638
909,284,242,5729121,761,2023-04-14,2023-07-30,douglashart@example.net,1,1,0,2021-06-10,2022-06-11,170.192.126.103,null,Valid,390,0,2023-02-03 00:00:00.000000,2023-06-05,2022-12-21 08:07:34.408265,2023-03-18 09:39:13.327943
551,375,635,5733064,650,2022-04-11,2023-07-09,lisacain@example.com,1,1,0,2022-11-04,2022-04-13,100.213.79.29,null,Valid,2,0,2023-12-01 00:00:00.000000,2021-11-29,2022-03-19 07:59:00.600280,2024-01-13 16:03:55.037426
2,452,507,5735194,915,2021-03-07,2023-10-23,rmurphy@example.org,0,0,0,2023-07-19,2023-09-16,58.194.234.20,null,Valid,790,1,2022-11-10 00:00:00.000000,2022-04-21,2023-04-13 09:01:13.888493,2023-12-12 20:51:37.938094
986,438,284,5795976,662,2023-04-08,2023-07-10,zmendoza@example.com,1,1,1,2023-04-23,2021-10-20,115.73.111.49,null,Valid,920,1,2021-11-10 00:00:00.000000,2023-04-06,2021-11-24 12:19:13.394936,2022-03-06 10:41:00.356244
93,718,214,5801136,435,2022-04-20,2022-12-16,brookslaura@example.org,0,1,1,2023-12-14,2022-08-18,104.209.21.74,null,Valid,124,0,2023-01-30 00:00:00.000000,2022-06-22,2023-12-29 19:02:11.011627,2024-01-02 16:16:22.437320
36,474,581,5814800,963,2023-01-12,2023-03-14,steven98@example.net,0,0,1,2022-09-21,2023-09-07,167.230.234.20,null,Invalid,214,1,2022-05-20 00:00:00.000000,2022-03-28,2021-07-20 12:40:17.956008,2021-10-28 14:34:18.364475
160,348,939,5824862,262,2022-03-04,2022-12-17,thomas32@example.net,1,1,1,2023-10-25,2021-05-18,74.141.7.16,null,Valid,12,0,2023-05-01 00:00:00.000000,2023-06-26,2023-12-02 08:45:10.847549,2023-12-24 15:51:01.775440
790,929,202,5833561,325,2021-03-07,2024-01-16,vjones@example.org,0,0,0,2022-12-27,2022-09-01,117.200.141.203,null,Invalid,938,0,2021-05-18 00:00:00.000000,2022-01-14,2021-12-15 10:05:57.447558,2022-04-08 05:09:48.124497
110,958,51,5843920,315,2021-02-14,2022-11-30,marilynhall@example.org,0,1,1,2023-02-22,2022-07-12,119.43.168.95,null,Valid,392,1,2022-09-02 00:00:00.000000,2022-11-23,2022-04-19 19:22:53.238667,2023-05-22 01:59:48.889288
409,564,75,5853880,894,2022-10-23,2023-03-21,jeff85@example.net,1,1,0,2022-07-25,2023-05-14,143.36.120.8,null,Valid,988,0,2023-03-15 00:00:00.000000,2021-02-18,2023-02-24 07:43:27.882859,2023-06-03 02:26:50.186458
799,271,670,5865201,480,2023-05-01,2023-09-18,bphillips@example.net,0,0,0,2024-01-04,2023-08-24,34.112.212.66,null,Valid,427,0,2022-02-13 00:00:00.000000,2022-08-27,2021-03-29 13:35:49.535498,2023-07-03 22:41:11.594317
733,963,916,5874259,571,2021-09-29,2022-04-15,mcfarlandandrea@example.org,1,0,0,2023-03-19,2021-11-07,141.177.185.214,null,Valid,960,1,2021-05-15 00:00:00.000000,2023-04-14,2022-12-23 06:54:16.730004,2023-11-16 22:30:06.984453
590,619,92,5885681,160,2023-10-08,2024-01-21,heatheralvarez@example.net,0,1,0,2023-04-13,2023-08-14,135.140.244.111,null,Invalid,539,0,2023-05-22 00:00:00.000000,2021-02-21,2021-04-05 16:28:45.775509,2022-08-07 09:08:42.395145
366,56,770,5892906,413,2023-07-18,2023-12-31,laura40@example.net,0,1,0,2021-03-07,2021-04-06,96.74.58.37,null,Valid,271,1,2023-06-28 00:00:00.000000,2022-04-25,2022-06-21 21:57:32.912119,2023-02-22 22:24:08.007744
516,633,955,5894240,577,2021-06-20,2023-06-02,markortiz@example.org,0,1,0,2021-07-26,2023-03-02,46.219.162.9,null,Valid,719,0,2021-03-01 00:00:00.000000,2021-07-04,2024-01-09 08:06:13.184251,2024-01-15 00:57:44.925255
