Consumer_Key,Consumer_Created_Source_System_Key,Consumer_Last_Update_Source_System_Key,Consumer_Web_Push_Opt_In_Opt_Out_Source_System_Key,Consumer_Privacy_Policy_Consent_Source_Key,Consumer_Class_Code_Key,CFDM_Channel_Code_Key,Consumer_Gender_Code_Key,Region_Code_Key,Affiliate_Code_Key,Market_Code_Key,Division_Code_Key,Consumer_Global_Unique_Identifier,Consumer_Level_Code,Consumer_Valid_Record_Indicator,Consumer_Version_Number,Consumer_Offline_Identifier,Consumer_POS_Identifier,Consumer_Online_Identifier,Consumer_Salutation_Code,Consumer_First_Name,Consumer_Middle_Name,Consumer_Last_Name,Consumer_Language_Code,Consumer_Birth_Day_Number,Consumer_Birth_Month_Number,Consumer_Birth_Year_Number,Consumer_Loyalty_Opt_In_Opt_Out_Indicator,Consumer_Web_Push_Opt_In_Opt_Out_Indicator,Consumer_Anonymization_Indicator,Consumer_Pending_Braze_Archival_Indicator,Consumer_Pending_Braze_Archival_Date,Consumer_Web_Push_Opt_In_Opt_Out_Update_Date,Consumer_Online_Registration_Date,Consumer_Online_Registration_Status_Code,Consumer_Offline_Registration_Date,Consumer_Registration_Store_Identifier,Consumer_Archived_In_Braze_Indicator,Consumer_Profile_Update_Indicator,Consumer_Profile_Last_Update_Date,Consumer_Privacy_Policy_Consent_Date,Consumer_Privacy_Policy_Reconsent_Date,Consumer_Anonymization_Timestamp,Consumer_Record_Created_Timestamp,Consumer_Record_Modified_Timestamp
3989635,28,28,28,868,365,6,2,10,983630,1,22,a827e0f2-f1b1-41ff-a2ad-884798a783aa,global,1,10,34a6bdf6-7270-4a62-9a80-6c94b97e7081,f5646972-fcac-4e20-a320-eb44d998d307,4164bacd-d76d-4b07-b9e9-821f6479e5b8,f0b2c8f9f45f0fc87e180fad065f5e7f,Chad,Matthew,Schmidt,EN,20,7,1951,1,0,0,0,2021-12-15,2023-09-03,,,2021-01-25,fe4e8a7f-4936-4157-9af9-be27c18505f4,0,0,2022-12-12,,,2022-03-10T08:51:13.695Z,2022-03-10T08:51:13.695Z,2023-06-12T16:11:07.575Z
4013958,1,1,1,666,910,10,1,10,664048,1,36,7de06968-69f4-4fda-8bcb-f41776fd76df,global,1,6,4ddba587-835f-459b-80a3-508bd96e4fcc,8a8a4825-a994-4de2-9623-e8e223581425,6e96ee5c-eb5b-4aa7-adc0-b6766b1f380f,2c661cd9fe458f4fcc3e03d107a50775,Colton,Brent,Gomez,EN,7,11,1994,0,0,1,1,2022-11-09,2021-02-19,,,2021-11-17,5e1fa7a0-ae79-4edb-982e-032d47f72c98,0,1,2023-03-13,,,2022-11-06T16:35:16.301Z,2022-11-06T16:35:16.301Z,2023-08-29T14:05:14.694Z
4028564,16,16,16,762,809,6,2,10,566296,1,99,9567fc0d-3e32-4204-9d0b-947a2150d165,global,0,4,b049205b-a032-4559-885e-2e9e84fc2c1b,3844576a-fb25-491f-a7a2-709111dc2aa0,38795555-78cf-4338-b098-7106830840a5,7572918ea0ff48507b1fe41262a9b3fd,Logan,Joshua,Forbes,EN,14,7,1989,1,1,1,0,2023-05-17,2023-05-26,,,,,1,1,2021-01-26,,,2023-04-07T23:36:36.078Z,2023-04-07T23:36:36.078Z,2023-11-15T21:09:52.889Z
4058927,35,35,35,554,309,5,1,10,473786,1,11,fcef9e26-261a-40f3-bb32-77a0202b728e,global,0,7,5b2118f4-9ae9-417f-bfa1-18598d2cfc0e,1f66fbb4-3fc0-4c65-afcc-aff3e547a338,88edf363-bccf-4485-933e-52c63a02afaa,8488987c7d1e398c7e3d80ad977d5d03,Cynthia,Amber,Carpenter,EN,20,9,2002,1,1,1,0,2023-04-20,2023-08-10,2021-08-16,pending,,,0,0,2022-09-04,,,2021-11-27T21:57:27.996Z,2021-11-27T21:57:27.996Z,2022-05-22T22:35:36.125Z
4091194,1,1,1,386,608,9,2,10,522294,1,3,6b9337ff-654e-43b5-9c9d-ebc32e3abfe9,global,0,1,a453cee4-9172-4578-8aee-5ee5d984e5c3,8267abbc-743c-4af1-b251-0f7e45f2a935,94d81844-fcee-4346-abe1-ac4fe1f8a32a,f454f8cfca0838fe5018b3a86d01ebcd,Michael,Mark,Bennett,EN,16,9,1973,0,1,0,1,2023-01-11,2023-09-02,2023-07-01,registered,,,0,0,2021-05-02,2023-03-28,,2023-04-25T01:31:40.291Z,2023-04-25T01:31:40.291Z,2023-04-26T06:56:25.410Z
4094606,7,7,7,413,798,5,1,10,750091,1,22,f329d0d8-a6e0-4b51-bb42-545d7e30a813,global,0,10,afa05d14-9cc3-48f0-a29b-24ec9dfe372e,98e3acc2-40e7-416a-ad3d-6b967bf547c1,40d99c3f-b261-482a-87ee-36651d418f97,dec43860c88509152af77bb6fbc7cafb,Spencer,Connor,Campbell,EN,4,4,1994,0,0,1,1,2022-01-10,2021-10-27,2021-07-08,registered,,,0,0,2023-03-06,2022-02-26,2022-04-03,2023-04-07T20:19:41.468Z,2023-04-07T20:19:41.468Z,2023-04-10T07:16:55.336Z
4103771,7,7,7,504,483,1,1,10,873062,1,1,8fcfb2fe-a163-4c92-a7ed-a4400c0c71a9,global,0,10,40fb4603-af32-44d4-b693-4b9408c2ddb5,b778205c-f086-43b1-baf2-49e2b6f6da6e,f0ad3cd1-e6f6-4437-9397-92512d981613,61ac74b0d4aeae141b724c27665be9a3,Christine,Barbara,Flores,EN,12,12,1955,0,1,0,0,2021-03-06,2022-05-09,2024-01-11,registered,,,1,0,2023-12-20,2022-11-17,,2021-05-30T10:27:05.521Z,2021-05-30T10:27:05.521Z,2023-05-18T21:27:52.010Z
4109724,37,37,37,287,156,2,2,10,244901,1,10,6fae71e8-425d-48b3-87de-cf32792e8a75,global,0,3,8c3c4eb0-d3c2-41de-9e58-bb84e859d798,d406e0f6-5aba-4e08-8b6d-47df6ee354ce,694b0d1e-f661-4831-befa-53d77b5c77e2,95bbe2dddd3a26e576493f4de4443d45,Bethany,Samantha,Hughes,EN,30,9,1946,1,1,0,1,2022-07-24,2023-08-20,2021-10-27,pending,,,1,1,2021-11-17,2023-12-09,2023-07-06,2022-10-16T11:54:12.402Z,2022-10-16T11:54:12.402Z,2023-09-27T00:32:55.382Z
4136053,19,19,19,892,660,9,1,10,619685,1,17,3f1a47d8-df70-4fe6-b5aa-603b2add24bf,global,0,12,49a776aa-4fba-4ae3-8048-083155b1cce0,92f4dd17-3be5-43c0-ab4a-abcedd75023f,82d75076-bd48-4c9d-b111-48c691eb30e8,074196f50b2b87bd2d0cb3d476a10aea,Emma,Barbara,Sanford,EN,6,5,2002,0,0,0,1,2023-09-14,2022-01-26,2021-12-26,registered,,,0,0,2023-10-29,2021-05-15,2021-02-07,2022-09-01T17:42:00.625Z,2022-09-01T17:42:00.625Z,2023-08-31T16:26:49.791Z
4144857,36,36,36,563,226,5,2,10,122980,1,22,8a3ba4cc-2af3-42da-9f2f-56c1b52de9dc,global,0,12,124aa184-ec42-4326-b46f-2a82d7fc11a6,a622e145-333f-4e9c-ab0f-806b415e1743,4b1e2f68-6aac-45bb-abdf-5e3e05a7c005,8ea273c40cdf943412c299c75d9a7e5a,David,Robert,Weaver,EN,23,3,2003,0,1,0,1,2023-10-17,2021-07-06,2023-08-18,registered,,,1,0,2021-06-10,,2022-09-17,2021-08-22T01:20:32.140Z,2021-08-22T01:20:32.140Z,2022-04-24T19:16:17.195Z
4150897,14,14,14,931,874,6,2,10,169883,1,99,1849c82e-18b8-4261-a24b-a0e48c9d0e54,global,1,4,04237bb7-ae78-456a-b979-090b05da3118,af41cc30-8a1f-4880-9fef-75da151805e7,af97e2cb-3b0e-45c3-80de-00412711d183,5a21d20af62aadef83cb1696ba21a9e3,Chase,Samuel,Fox,EN,19,8,1961,1,0,0,1,2024-01-14,2023-04-03,2023-04-01,registered,,,1,1,2022-07-10,,,2023-07-12T03:08:42.243Z,2023-07-12T03:08:42.243Z,2023-10-18T10:30:37.665Z
4162961,24,24,24,97,404,5,1,10,749258,1,26,fbfdc053-9af1-4a24-8a22-38030d4e094a,global,1,2,8344177c-6fac-4fca-8181-b2dd2e3418f9,d1cefbc7-7256-491c-8f91-2205556ff2ca,f6a5c251-b57b-418d-83be-86776a58aee8,e55347550ec4faaccd90e5efbe9a2ae7,Joseph,Joshua,Hernandez,EN,3,2,1955,1,0,0,0,2023-09-25,2021-03-15,,,2022-10-14,7d8739a5-ae0c-4a16-aa7b-e36ccf9882d8,1,1,2022-03-15,,2022-07-23,2021-01-27T18:32:41.828Z,2021-01-27T18:32:41.828Z,2022-02-21T16:22:06.525Z
4176901,31,31,31,299,419,8,2,10,792132,1,99,306296fc-4dd1-48c9-ac3d-a1558da39cf5,global,0,3,8e238677-567f-46c2-b8ca-f4ae4aba6e61,adf72430-a15e-4537-bcbe-6bd0a3b3b61f,05435644-4d4a-4d9b-800e-612ba7225bab,cb0b339c17735ebcec713f4c5d158fb7,Hannah,Emily,White,EN,3,11,1987,0,0,0,1,2023-03-14,2023-06-23,,,2023-10-09,a0700470-18c1-4d63-80dd-bf919b8c6556,0,0,2022-09-27,2022-04-12,,2021-08-11T19:44:57.178Z,2021-08-11T19:44:57.178Z,2022-05-16T19:39:21.103Z
4181218,41,41,41,909,311,10,1,10,247154,1,10,445cac23-ae28-4e93-9a60-af4f722a0f45,global,1,7,ffdd2c70-beee-43ba-b96d-644bf11c1b00,c1b52a33-0c07-4442-93c1-5811035da215,bb61350e-2b3d-4ed9-84d6-95a52b384bff,b9d03c005535ee801535c03ed87ab435,Michael,Brian,Davis,EN,28,12,1971,0,1,0,0,2022-10-20,2023-01-08,2021-12-24,pending,,,1,0,2022-07-08,,2021-08-13,2023-09-26T02:19:58.746Z,2023-09-26T02:19:58.746Z,2023-12-06T01:40:51.579Z
4196841,26,26,26,239,430,1,2,10,386073,1,21,d3d2aeef-f194-499b-a0fe-6251917503d1,global,1,3,0a846260-b7ca-48ea-a821-c3af91a9d7b0,48c18016-8640-448e-b33e-de033b0eac4a,8d59934d-a84b-4434-a61c-9287325f93dc,ddb2df437e3f368256ba0ff3e43f3f9a,Rebecca,April,Hopkins,EN,5,5,1972,1,0,1,0,2021-06-26,2021-09-22,2023-06-25,registered,,,1,1,2021-06-03,2021-04-19,,2023-03-23T10:11:33.662Z,2023-03-23T10:11:33.662Z,2023-09-07T06:47:22.624Z
4220818,39,39,39,216,319,5,2,10,113364,1,17,f0e0eabb-cced-4f9b-bcc0-576ffed38d09,global,0,11,da8071d8-37ce-40d1-b117-ae308f6d197e,0684d3d7-33a1-4138-a82b-4ffc2eebb1c6,b523ae66-56be-453d-bbb6-a594421e59e9,f097f412c1474746b87184c644d44baf,Patricia,Melissa,Murray,EN,25,4,1948,0,0,1,0,2022-01-04,2023-04-02,2021-06-12,registered,,,1,1,2022-11-01,2023-01-28,2022-09-27,2023-10-28T22:58:51.018Z,2023-10-28T22:58:51.018Z,2024-01-12T19:22:07.731Z
4227511,42,42,42,578,57,7,2,10,442059,1,11,5a188edc-290b-4c7d-84d4-afa8aaf2f5f3,global,0,3,654b6708-2c07-412a-9c71-73db64a8784b,2e74d8e3-09c0-4dc3-90a9-a129df60d628,cd25ae5f-3290-4aa9-9213-e394f5006c24,997d2dc7c6b9c22d68c4340abf14f4ec,Kelly,Sara,Kirby,EN,5,3,1984,0,1,0,0,2021-08-02,2023-06-15,2023-07-05,registered,,,1,0,2021-12-09,2022-11-10,,2024-01-02T13:43:34.981Z,2024-01-02T13:43:34.981Z,2024-01-15T09:20:37.448Z
4239832,44,44,44,61,549,10,2,10,326463,1,11,857d4856-f2bf-49ca-81d8-197fe3236b40,global,1,9,e4fc4559-d464-4ad2-a80a-e81ad5d7608f,a3873942-4601-4e42-b06b-0b8b6cec339f,612287a8-0302-45da-88ed-77e80f7ecd6b,099cbf5b44c70238f05b7b1f3c366a87,Julie,Angela,Warner,EN,6,12,1980,0,1,1,0,2023-12-24,2022-09-25,2022-12-27,registered,,,0,1,2022-07-27,2023-02-20,2023-12-08,2023-06-14T12:55:27.794Z,2023-06-14T12:55:27.794Z,2023-12-21T07:29:42.662Z
4245509,9,9,9,870,92,8,1,10,936644,1,22,184ca6f9-b30c-4358-a946-3371ed093048,global,0,5,0faa5338-55da-4da1-a7a3-f6f054adbe5a,67ce0afd-59d5-444d-8f66-2dee32015d02,44468506-1e7f-4010-bb90-afc5d981dac3,20fe63e6bc60317720e7f44125e5f271,Mrs.,Theresa,Kara,EN,27,9,1962,1,0,1,0,2024-01-07,2023-01-09,,,,,1,1,2021-10-12,2022-08-09,,2023-06-18T02:49:22.057Z,2023-06-18T02:49:22.057Z,2023-07-09T11:09:58.331Z
4258833,28,28,28,530,177,9,2,10,445385,1,1,4d37c0c1-d166-49c4-b54d-2d9d69d6e100,global,1,2,cc0a371b-22fa-425e-b279-b8bbc1ba2738,0beb6ab1-9cc1-4919-88fb-8480f9bd42de,68f845aa-8b72-4aaf-b4b6-b5d27c1da492,4d3b75e895ecc67cacc9961a2b9072e9,Sheena,Lauren,Rhodes,EN,20,7,1982,0,0,0,1,2023-11-10,2023-05-18,,,,,1,0,2021-12-06,,2021-10-15,2022-12-14T20:33:16.659Z,2022-12-14T20:33:16.659Z,2023-12-03T19:03:15.616Z
4261820,16,16,16,617,406,3,1,10,768599,1,10,4f1e9869-7761-4e86-87b3-cfb26b813c26,global,0,12,63474e0e-043e-4a79-a80d-e617400ea4b2,2d00210b-e91b-4a4b-b5bf-ef4b13df2e0f,cdb3e0c7-43c5-4eef-bfd0-7fb3bb6aa2c5,d8e687247088842acae179a780856dd6,Charles,James,Gardner,EN,5,6,1966,0,1,1,1,2021-07-01,2021-06-17,2021-01-28,pending,,,1,0,2022-02-17,,2022-07-08,2021-04-04T13:34:48.873Z,2021-04-04T13:34:48.873Z,2021-12-13T09:48:29.008Z
4280752,8,8,8,997,612,4,2,10,892195,1,26,f859ef81-6da0-49bb-a7fd-b679cab646d8,global,1,9,dc2151ee-a590-4d49-910f-aefad440a7e7,6073b950-44ca-4cbb-a49a-41fce63e102d,ca317aa6-8206-4c86-83cb-ef231ca051de,95678dbe06eb2ea81da284ab85eda8f2,Gregory,Robert,Spears,EN,29,5,1977,0,1,1,0,2023-12-11,2022-02-11,2021-03-23,registered,,,0,0,2021-10-17,2023-11-10,2021-09-28,2021-09-10T09:47:03.411Z,2021-09-10T09:47:03.411Z,2021-09-15T17:32:22.502Z
4292940,26,26,26,611,585,3,2,10,428432,1,3,110a6894-77e4-4b3f-9d27-1ab1a2dc10e1,global,0,4,099f337e-9379-4ffc-a424-a18dab09657b,00854625-0964-499e-842a-ad04973ecff7,9d29f895-ea16-410a-9dee-285cab71ccd4,ab2e49ffb26dc2dd64fc04bf79631df5,Spencer,Jeffrey,Wheeler,EN,26,5,1974,0,1,0,0,2021-05-28,2021-02-04,,,,,0,0,2022-05-07,,2022-09-17,2023-11-09T04:29:36.784Z,2023-11-09T04:29:36.784Z,2024-01-14T19:28:35.921Z
4322832,23,23,23,51,362,2,2,10,797873,1,17,3fc6a015-1f90-459b-9c91-febd81e70c92,global,0,5,014ba65e-93eb-4591-bea1-35724bd58987,ec984e4f-a342-448e-a94c-84f08f7f21d5,69ba3b1d-6da1-4660-94a2-9343adb1df69,3190b601d91502ebe85d0bdd5c442bdc,Jennifer,Tanya,Santiago,EN,24,5,1992,0,1,1,1,2022-10-05,2023-09-11,,,,,1,1,2021-01-31,,2022-09-13,2023-12-16T06:10:27.977Z,2023-12-16T06:10:27.977Z,2024-01-15T05:15:57.316Z
4335604,41,41,41,274,390,9,2,10,913483,1,99,a0caa824-f26d-4e18-982d-c887291fbe4f,global,0,6,cb728919-4e16-4c70-8f9a-c02ea48dee2a,fbe39e29-be01-45c7-9100-cad33a529a89,0e8f140c-fd41-43de-acc6-22265e757827,97ddbc16a5b258f939be90193dfe049b,Andrew,Scott,Smith,EN,3,10,1994,1,0,1,0,2023-06-05,2021-03-23,2021-12-12,registered,,,1,0,2022-03-27,,2023-03-19,2022-03-23T17:52:27.371Z,2022-03-23T17:52:27.371Z,2022-05-12T18:16:05.964Z
4338196,7,7,7,927,315,8,2,10,173426,1,99,826e8147-4e15-4c3b-a7ec-55850915f015,global,0,11,d4f4dfbd-6696-4ce9-acce-ccd75cde3cba,32dbea0c-8a4c-4df7-a803-d1bd2869620a,0f39f9dd-e1a4-467a-b502-ac8fc39fcb99,c484faab23ad80bec644936511e5cdd2,Anthony,Aaron,Mullen,EN,26,3,1997,1,0,0,1,2022-12-24,2023-03-19,,,2021-05-26,a217b731-a370-4f62-a441-6e0eb9230d96,0,0,2021-11-28,2023-06-02,,2022-09-29T03:48:29.704Z,2022-09-29T03:48:29.704Z,2024-01-18T10:13:32.650Z
4343735,27,27,27,865,778,10,1,10,509330,1,99,8dfd2df6-ca83-4e45-86ce-86f4a2bf64ab,global,1,1,9bd7f084-0ecb-4795-8252-8f5b82674ad1,227171f7-9b89-4f63-b88f-c20cac030185,58dfca1d-1a78-4c3f-bd56-644ae165108a,cec50d16df7f2d2380bda49f33e3d011,Tracey,Lauren,Shaw,EN,13,8,1977,0,1,0,0,2023-05-30,2022-11-26,,,,,1,0,2021-05-15,,,2022-01-18T09:07:45.584Z,2022-01-18T09:07:45.584Z,2023-04-10T10:00:13.388Z
4348826,25,25,25,7,325,5,2,10,774875,1,17,5b43cc92-0bb3-4d48-b11d-1437673060ce,global,0,11,69e52195-2540-43bc-961e-ec20c7c4eade,0da798f2-17f1-448a-a759-47984cc4a7d4,52017b0f-a362-4f32-bc70-fc108856fc77,c864523a141a82d1cc5dcdf42f85d1f1,Courtney,Cassidy,Flores,EN,5,8,1996,1,0,1,1,2022-06-11,2022-06-01,,,,,0,0,2023-02-08,2021-12-26,2022-06-27,2022-09-19T20:42:17.102Z,2022-09-19T20:42:17.102Z,2023-04-28T15:45:50.065Z
4369211,48,48,48,203,64,2,1,10,904659,1,1,2148cc9a-7ec6-4ee4-8535-e27b46d2b64d,global,0,3,5f96cd00-71cb-4226-8a2c-da238f41b859,0ac2fa6f-a88c-4607-8caa-1f2e690d7248,29cc4d96-bf68-4e65-b6a9-fa096df2b774,4cd9f8f8fd471a7b41b1335bb7507af1,Joseph,James,Scott,EN,3,2,1992,0,1,1,1,2022-11-03,2022-10-23,2021-07-25,pending,,,1,1,2022-02-24,2023-02-02,,2021-03-22T13:30:41.469Z,2021-03-22T13:30:41.469Z,2021-10-01T21:47:22.999Z
4375127,42,42,42,975,620,5,2,10,656993,1,26,e7dfaf6c-6405-4f32-b2dd-cd922df9d1ec,global,1,2,7fd0bbe5-6428-44bd-ac82-835828738284,919de9df-8d20-45be-b8b5-539dfc2f3da8,d41bb3c3-73ce-4f13-a9ca-97719f28dc59,8b71b7945b63d6fe7840b941c147a1a6,Lauren,Lisa,Ramsey,EN,6,8,1983,1,1,0,0,2021-12-23,2023-03-03,,,2022-10-06,ee588aed-8654-4e61-9854-13328d3edc6f,0,1,2022-07-29,,,2023-04-07T22:41:03.275Z,2023-04-07T22:41:03.275Z,2023-12-23T10:47:36.639Z
4389517,41,41,41,865,736,7,2,10,791797,1,26,c40c7b8a-2bf5-4952-90f4-36c6ca89bca7,global,1,12,12887d6e-526e-476f-b219-26dd7d310b79,d7e003ce-0197-42d6-9e34-0b40330c1383,458ce7cb-4f5f-4b5b-b8a2-8fcb16bef590,e85e727d495fc9259070402b5040b505,John,Robert,Mccarty,EN,29,11,1969,1,0,0,0,2022-11-25,2023-12-03,,,2021-05-26,1f7ba935-5070-4af7-aa67-af79a93ec8e1,0,1,2022-08-15,,2021-05-19,2023-09-28T13:27:16.916Z,2023-09-28T13:27:16.916Z,2023-10-26T13:55:17.755Z
4404556,13,13,13,759,532,4,1,10,258158,1,26,4954d1fa-c651-48b0-8bd0-f9e3749bb905,global,1,2,9cf3deb1-9fae-4cab-bc12-1cbde85f3b9b,109cefb5-892d-4b9e-85d5-9bde03d0f87a,e71e7d9f-8eaa-43ff-9638-94e4752f8509,565d37d69a74876ff07187d5c2c9efa6,Linda,Stacy,Townsend,EN,12,2,1978,0,0,0,1,2022-07-10,2022-11-08,2021-11-19,registered,,,1,1,2021-11-14,,,2021-03-17T23:48:29.427Z,2021-03-17T23:48:29.427Z,2022-03-27T17:41:50.480Z
4419689,19,19,19,757,313,8,1,10,491644,1,36,d371b46f-6568-4f69-bee7-ce72f9add301,global,0,7,8af3fd41-986f-4b94-87a2-e41fe56d6180,4e4a376e-8e9a-4371-ae22-f037cf504c14,1298149c-21ef-4bdb-91bd-e39e73246456,0a0150bafeb12591398b8814ffff5b02,Brian,Samuel,Curtis,EN,25,4,1944,0,1,1,1,2021-07-08,2022-03-19,2023-06-24,registered,,,1,1,2023-02-11,2021-10-05,,2022-10-04T04:45:37.114Z,2022-10-04T04:45:37.114Z,2023-08-09T17:37:22.044Z
4421012,24,24,24,581,138,10,2,10,612634,1,3,6818c935-e113-4e51-ba79-f012b33196e2,global,0,1,8e02ed79-d603-409e-abb1-f6ca06478746,15503182-44e1-4b27-8947-177fb19f7ae9,a9a71566-ceeb-44c2-a9ad-fffe7909fe1d,a5f6655265d3c2f7ddcbda2f04fbc2bd,Toni,Maria,Jones,EN,5,10,1985,1,1,1,1,2021-03-10,2023-11-21,2023-08-08,registered,,,0,1,2021-05-13,2023-11-21,2021-04-01,2021-12-11T11:55:26.259Z,2021-12-11T11:55:26.259Z,2022-09-24T01:24:48.085Z
4422953,12,12,12,820,143,1,1,10,564120,1,1,ebcd282f-6a12-4faf-b920-b646d727f43d,global,0,5,37ce785c-8227-44b9-bba3-3237b9faa989,b79d7b15-f4b3-4492-9bfd-effb05117879,9e387690-1aaf-4e04-bb46-de2a0cec58fc,535750cb02bc209e6a140bd90326228f,Troy,James,Davis,EN,29,3,1989,0,0,0,0,2021-11-06,2023-07-19,,,,,0,1,2021-11-28,2021-03-28,2023-07-24,2023-06-12T14:04:44.601Z,2023-06-12T14:04:44.601Z,2023-06-25T11:26:53.984Z
4433385,9,9,9,863,732,2,1,10,253697,1,10,018460b9-585c-46fe-bcc3-02dd1caeb484,global,1,7,360449b6-6845-4a7c-8d5d-b60148f2ea09,d3766698-5536-4d1f-ac33-7659111624eb,7ef69efe-bd62-4314-aa41-6a90eec4593b,cf2e6d54b09c2da15a5e74a88029bc92,Wayne,Bobby,Allen,EN,1,9,1961,0,1,1,1,2023-04-28,2023-04-17,2022-06-15,registered,,,1,0,2022-01-29,,,2023-08-14T21:19:03.427Z,2023-08-14T21:19:03.427Z,2023-12-21T06:02:09.635Z
4434244,7,7,7,584,766,10,1,10,683218,1,10,056670c3-fcdb-4211-9a92-49ade5f08aa7,global,1,6,8ec8a0fd-0a15-481c-a796-a05a709b555b,2f75f567-9505-4d8d-ad9b-591c707222fc,2a18a4b5-a0f2-4bf8-bd23-02656a175dbe,311d926136f3109c214882a0d9fde6ad,Brian,Eric,Thompson,EN,2,5,1943,1,1,1,1,2023-12-14,2023-10-26,,,,,0,1,2021-11-14,2021-02-25,2023-10-29,2024-01-03T23:05:05.187Z,2024-01-03T23:05:05.187Z,2024-01-20T16:52:04.846Z
4436296,47,47,47,54,948,7,1,10,696884,1,1,b7db3f6d-4096-48ac-b675-a9cfa1893224,global,1,8,1bbcd949-c486-42ca-b2a3-ee14304e77c3,b879287f-e982-4d97-8fab-ca44fecf20ef,dd2a27f7-9d3d-41f4-a98a-f4855669eed2,0f3335da1035048c06aa1f356612b901,Robert,Austin,Mendez,EN,18,1,1996,0,0,0,0,2023-05-24,2022-11-08,2022-03-17,pending,,,1,0,2023-11-12,2021-12-03,2021-08-30,2022-03-06T04:08:29.183Z,2022-03-06T04:08:29.183Z,2023-02-22T11:30:59.748Z
4447466,20,20,20,617,761,2,2,10,445311,1,21,b4a429b6-519a-46c4-906f-4de5733aee2d,global,1,9,09e7bde4-7423-469d-8e32-8fdf32885ce0,42cbaa90-507b-4358-9a2f-faeed3e8cf62,69b934e4-ba56-4e04-9807-fc8c410f7ef2,66f999541965e4a18b7fbea6aac82e3c,Joshua,Jeremy,Bell,EN,27,4,1980,1,1,0,1,2021-05-24,2022-09-08,,,,,1,0,2021-11-30,,2022-08-06,2022-03-06T06:33:21.784Z,2022-03-06T06:33:21.784Z,2022-09-30T22:23:30.742Z
4447831,17,17,17,764,498,4,2,10,618281,1,10,525ebd61-00cd-46d0-885a-1a521ca69ddb,global,0,10,d311e55d-9d6b-4ddf-8f98-f4c7a0977d2b,43185705-3e9e-446a-a733-706301654b6c,f00be857-b7b9-42ba-8b16-c7aa24cd897c,3f65bae09fca0a8b0f7dcbbbcdd3873d,Cindy,Janet,Thornton,EN,24,2,1964,1,1,1,1,2023-02-01,2022-09-25,,,,,1,0,2021-06-01,2022-12-22,,2023-10-13T19:51:20.329Z,2023-10-13T19:51:20.329Z,2024-01-11T01:05:13.451Z
4450681,45,45,45,2,573,9,1,10,322426,1,1,9399dd48-237e-4d06-ad14-609f0f14576d,global,0,12,0fc3a2a1-59e7-41e9-b7a9-6177e1a00197,78cb5322-4c3b-45ae-83d2-c67a62b02d8e,3f397691-7699-4532-b0fe-2d59dfc67977,f825ce860402e03f06ee4e0a9e27d674,Erin,Helen,Nunez,EN,9,1,1984,1,0,0,1,2023-05-15,2021-01-25,,,2021-12-21,807d5ccc-ccfa-4dfc-acb7-18dd1b6ee17a,0,0,2022-04-01,,2021-10-09,2022-11-29T18:12:36.848Z,2022-11-29T18:12:36.848Z,2023-06-29T03:11:08.890Z
4450802,10,10,10,931,305,1,2,10,527640,1,22,a3605de7-7561-4ce7-b161-528fca216b50,global,0,11,82ceb8b9-a242-46a6-9a5c-7450db6cb26b,b213f0f4-21e3-4f34-acac-2d5aa4976712,eaf78448-1a4c-4e16-acf8-ddfef7ac41e0,6b0438c2fd532b13ee2e41f68e4e4fd7,Rebekah,Emma,Dunn,EN,2,10,1970,0,1,1,0,2021-05-25,2022-07-04,,,,,1,0,2023-04-29,2021-04-16,2022-05-14,2021-08-30T18:13:09.546Z,2021-08-30T18:13:09.546Z,2021-12-23T20:15:21.861Z
4452441,41,41,41,551,549,1,1,10,437262,1,22,1e00432c-d459-40c1-9dc7-4160d9aa76b4,global,1,4,af65a0cf-2b24-47f8-9d3c-b2b39ca1d92e,1ee2ca30-e41a-4bed-859a-c02cadbced2d,54393728-2e41-4a80-b848-1dbbf1e65ff7,b6b8646ed3ae87cdd377c3b42b80d0e3,Sarah,Andrea,Jackson,FR,2,12,2001,0,0,0,1,2022-03-04,2022-07-13,2022-03-18,registered,,,0,0,2021-06-15,,,2023-02-20T18:42:18.761Z,2023-02-20T18:42:18.761Z,2023-03-12T19:06:32.160Z
4454626,26,26,26,623,725,6,1,10,556785,1,38,2d1e421b-e87f-4d85-b77e-3f9900ecdfb3,global,0,9,eabd8c55-7cb1-41e0-a01e-36e2dc88621f,071ee5f2-99c9-4960-8008-eb97108ef09d,a02a1da6-90e5-4d67-91a4-f7dc29211c3a,d123bb80c28e510253f5625925463494,Brandy,Michelle,Woodard,EN,6,9,1992,1,0,1,0,2023-02-28,2023-04-19,2022-08-10,registered,,,1,0,2021-12-27,,2021-07-31,2023-10-27T00:30:45.582Z,2023-10-27T00:30:45.582Z,2023-11-24T01:43:42.968Z
4455783,9,9,9,545,417,8,2,10,796871,1,38,f064b390-6bac-4570-ae0a-cf29c801c54c,global,0,12,35ae953a-2316-4632-a3ef-385d6517d69a,76c598f0-3e91-43bc-af7c-2c3f3547fa1c,51677bad-7c62-422e-8675-ad85b32137f2,87059f4c8678a5dd06dd9a16549daf22,Jesus,Wesley,Atkins,EN,3,12,1949,1,0,1,1,2023-03-10,2023-01-05,,,,,1,1,2023-12-04,,,2022-05-28T17:55:37.561Z,2022-05-28T17:55:37.561Z,2022-09-10T07:30:56.323Z
